"age","job","education","marital","default","housing","loan","y"
50,"housemaid","primary","married","no","yes","no","no"
32,"services","secondary","married","no","yes","no","no"
34,"blue_collar","secondary","married","no","yes","yes","no"
42,"technician","secondary","single","no","yes","no","yes"
33,"management","secondary","single","yes","yes","no","no"
43,"management","tertiary","married","no","yes","no","no"
31,"blue_collar","secondary","divorced","no","no","yes","no"
25,"blue_collar","secondary","single","no","yes","no","no"
49,"technician","secondary","married","no","yes","no","no"
56,"administration","secondary","married","no","yes","no","no"
43,"blue_collar","primary","married","no","yes","yes","no"
41,"blue_collar","secondary","married","no","yes","no","no"
46,"blue_collar","secondary","married","no","yes","no","yes"
60,"retired","tertiary","single","no","yes","no","no"
48,"blue_collar","primary","married","no","yes","no","no"
57,"administration","primary","divorced","no","no","no","no"
42,"blue_collar","primary","married","no","no","no","no"
50,"blue_collar","secondary","married","no","yes","no","no"
36,"management","tertiary","married","no","yes","no","no"
44,"management","secondary","married","no","yes","no","no"
40,"blue_collar","primary","married","no","yes","no","no"
55,"administration","secondary","married","no","yes","no","no"
24,"blue_collar","primary","single","no","yes","no","no"
52,"blue_collar","primary","married","no","yes","no","no"
49,"services","secondary","married","no","yes","no","no"
30,"services","secondary","married","no","yes","no","no"
32,"services","secondary","single","no","yes","no","yes"
46,"technician","secondary","divorced","no","yes","no","no"
36,"blue_collar","secondary","married","no","yes","no","no"
44,"technician","secondary","divorced","no","yes","no","no"
48,"blue_collar","primary","married","no","no","no","no"
49,"technician","secondary","married","no","no","no","no"
44,"blue_collar","primary","married","no","yes","no","no"
23,"services","secondary","single","no","yes","no","no"
45,"blue_collar","primary","divorced","no","yes","no","no"
54,"management","tertiary","single","no","yes","no","no"
43,"management","tertiary","married","no","yes","no","no"
44,"blue_collar","primary","married","no","yes","no","no"
52,"blue_collar","primary","married","no","yes","no","no"
37,"blue_collar","secondary","married","no","yes","no","no"
53,"management","tertiary","single","no","yes","no","no"
31,"blue_collar","secondary","married","no","yes","yes","no"
56,"blue_collar","primary","married","no","yes","no","no"
40,"management","primary","married","no","yes","yes","no"
58,"management","tertiary","married","no","yes","no","no"
42,"blue_collar","primary","married","no","yes","no","no"
59,"retired","secondary","divorced","no","yes","no","no"
45,"technician","secondary","married","no","yes","yes","no"
53,"administration","secondary","married","no","yes","no","no"
55,"technician","tertiary","married","no","yes","no","no"
60,"administration","secondary","married","no","yes","no","no"
48,"entrepreneur","primary","married","no","yes","no","no"
43,"technician","secondary","single","no","yes","no","no"
47,"technician","secondary","married","no","yes","no","no"
33,"blue_collar","secondary","married","no","yes","no","no"
37,"services","secondary","married","no","no","no","no"
60,"management","primary","divorced","no","yes","no","no"
52,"blue_collar","secondary","married","no","yes","no","no"
31,"administration","secondary","single","no","yes","no","no"
31,"unemployed","primary","single","no","yes","no","no"
53,"technician","secondary","married","no","yes","no","no"
45,"blue_collar","secondary","married","no","yes","yes","no"
56,"blue_collar","secondary","married","no","yes","no","no"
36,"technician","secondary","married","no","yes","yes","no"
40,"services","secondary","married","no","yes","no","no"
42,"blue_collar","primary","married","no","yes","no","no"
52,"administration","secondary","married","no","yes","no","no"
46,"self_employed","tertiary","divorced","no","yes","no","no"
59,"administration","secondary","divorced","no","yes","no","no"
41,"technician","secondary","married","no","yes","no","no"
61,"retired","secondary","married","no","yes","no","no"
57,"management","tertiary","married","no","no","yes","no"
32,"administration","secondary","single","no","no","no","no"
55,"management","tertiary","single","no","yes","yes","no"
54,"management","secondary","married","no","yes","no","no"
55,"services","secondary","married","no","yes","no","no"
43,"blue_collar","primary","married","no","yes","no","no"
31,"blue_collar","secondary","single","no","yes","no","no"
34,"blue_collar","secondary","married","no","yes","no","no"
31,"management","tertiary","single","no","yes","no","no"
23,"services","secondary","single","no","yes","no","no"
35,"technician","tertiary","single","no","yes","no","no"
43,"blue_collar","primary","married","no","yes","no","no"
31,"technician","tertiary","single","no","no","no","no"
45,"technician","secondary","married","no","yes","no","no"
29,"technician","secondary","married","no","yes","no","no"
27,"technician","secondary","married","no","yes","no","no"
52,"blue_collar","primary","married","no","yes","no","no"
58,"management","tertiary","married","no","no","no","no"
39,"blue_collar","primary","single","no","no","no","no"
52,"technician","secondary","divorced","no","yes","no","no"
60,"retired","primary","married","no","yes","no","no"
52,"services","secondary","married","no","yes","no","no"
45,"administration","secondary","married","no","yes","no","no"
58,"blue_collar","primary","married","no","no","no","no"
56,"entrepreneur","tertiary","married","no","yes","no","no"
51,"blue_collar","secondary","married","no","yes","no","no"
50,"blue_collar","secondary","married","no","yes","no","no"
39,"self_employed","tertiary","married","no","yes","no","no"
58,"management","tertiary","divorced","no","no","no","no"
51,"self_employed","secondary","single","no","yes","no","no"
45,"blue_collar","primary","married","no","yes","no","no"
41,"management","tertiary","single","no","yes","no","no"
28,"blue_collar","primary","single","no","yes","no","no"
46,"administration","secondary","married","no","no","no","no"
43,"management","secondary","single","no","yes","yes","no"
53,"retired","secondary","married","no","yes","no","no"
50,"administration","secondary","divorced","no","yes","no","no"
55,"technician","secondary","married","no","yes","no","no"
52,"blue_collar","primary","married","no","yes","no","no"
53,"administration","primary","married","no","yes","no","no"
51,"blue_collar","secondary","married","no","yes","no","no"
31,"administration","secondary","single","no","yes","no","no"
41,"technician","secondary","single","no","yes","no","no"
39,"blue_collar","primary","married","no","yes","no","no"
60,"management","secondary","divorced","no","yes","yes","no"
41,"management","secondary","married","no","yes","no","no"
36,"blue_collar","secondary","married","no","yes","no","no"
40,"blue_collar","secondary","single","no","yes","no","no"
29,"blue_collar","secondary","married","no","yes","no","no"
32,"administration","secondary","married","no","no","no","no"
45,"blue_collar","primary","divorced","no","yes","no","no"
32,"technician","secondary","divorced","no","no","no","no"
31,"housemaid","secondary","single","no","yes","no","no"
58,"retired","primary","divorced","no","no","no","no"
40,"technician","secondary","married","no","yes","no","no"
40,"services","primary","married","no","yes","no","no"
40,"administration","secondary","married","no","yes","no","no"
35,"management","tertiary","single","no","yes","no","no"
39,"blue_collar","primary","married","no","yes","yes","no"
39,"technician","tertiary","married","no","yes","yes","yes"
30,"self_employed","tertiary","single","no","yes","yes","no"
57,"management","tertiary","married","no","yes","no","no"
60,"services","secondary","married","no","yes","no","no"
55,"technician","secondary","married","no","yes","no","no"
40,"technician","secondary","married","no","yes","no","no"
27,"student","tertiary","single","no","yes","no","no"
40,"administration","secondary","married","no","yes","no","no"
28,"management","tertiary","married","no","yes","yes","no"
32,"management","tertiary","married","no","yes","no","no"
53,"management","secondary","single","no","yes","no","no"
29,"administration","secondary","single","no","yes","no","no"
29,"technician","tertiary","single","no","yes","no","no"
32,"management","secondary","married","no","yes","no","no"
47,"services","secondary","married","no","yes","yes","no"
40,"services","secondary","married","no","no","no","no"
33,"services","secondary","single","no","yes","no","no"
55,"housemaid","primary","married","no","yes","no","no"
31,"blue_collar","secondary","single","no","yes","yes","no"
33,"management","tertiary","married","no","yes","no","yes"
42,"administration","secondary","divorced","no","yes","no","yes"
31,"administration","tertiary","divorced","no","yes","no","no"
43,"administration","secondary","single","no","yes","no","no"
36,"services","secondary","married","no","yes","no","no"
48,"management","tertiary","married","no","yes","no","no"
31,"self_employed","tertiary","single","no","yes","no","yes"
45,"technician","secondary","married","no","yes","no","no"
43,"blue_collar","secondary","married","no","yes","no","no"
42,"administration","secondary","divorced","no","no","no","no"
40,"services","secondary","married","no","yes","no","yes"
29,"blue_collar","secondary","married","no","yes","no","no"
26,"blue_collar","secondary","married","no","yes","no","yes"
53,"unemployed","secondary","married","no","yes","yes","no"
31,"technician","secondary","divorced","no","no","no","no"
25,"administration","secondary","married","no","yes","no","no"
26,"administration","secondary","single","no","yes","no","no"
